key,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,i
0.074_-0.037_-0.074,0.0021262476220726967,-0.044499173760414124,-0.7654575109481812,1.119840383529663,-0.4242740869522095,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.012952505610883236,-0.10772141814231873,0.6960994005203247,1.3013595342636108,-0.6754724383354187,-0.09975384920835495,-1.6874231100082397,-1.2224526405334473,0.5470101833343506,0.6722550392150879,0.0,0.0,0.0,0.0,0.0,0.0,-0.08575616031885147,-1.6739795207977295,3.0144948959350586,3.972987174987793,-0.968421459197998,0.7414829730987549,1.0692636966705322,0.10427176207304001,-0.2742621600627899,-0.025799747556447983,1.1865824944834458e-06,0.0,-8.307047210109886e-06,10
0.074_-0.037_-0.074,-5.6201592087745667e-05,-0.07273414731025696,-0.8333366513252258,1.2285429239273071,-0.4651954472064972,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.01459942851215601,-0.13663169741630554,0.7439796924591064,1.3617289066314697,-0.6881992816925049,-0.11193365603685379,-1.4334759712219238,-3.0627381801605225,4.889305114746094,-1.8311984539031982,0.0,0.0,0.0,0.0,0.0,0.0,-0.08046554774045944,-1.4962668418884277,3.040386438369751,4.187512397766113,-1.1591367721557617,0.5272275805473328,1.1005767583847046,0.1022738665342331,-0.24371357262134552,-0.043697651475667953,1.889224222395569e-06,0.0,-3.452900273259729e-06,11
0.074_-0.037_-0.074,-0.002343124244362116,-0.09302613139152527,-0.9141069054603577,1.3851778507232666,-0.5411600470542908,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.015995316207408905,-0.16058841347694397,0.7812776565551758,1.4080253839492798,-0.6974549889564514,-0.11859872192144394,-1.0249344110488892,-4.3312530517578125,8.591075897216797,-4.264344215393066,0.0,0.0,0.0,0.0,0.0,0.0,-0.0682934820652008,-1.2470366954803467,2.3880748748779297,3.172684669494629,-0.7973508834838867,0.29126179218292236,1.0761182308197021,0.09422305971384048,-0.200836643576622,-0.05177632346749306,1.8100881788996048e-06,0.0,-5.991018042550422e-06,12
0.074_-0.037_-0.074,-0.004573927726596594,-0.10273993015289307,-0.9865826368331909,1.5559712648391724,-0.6395421028137207,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.01694255881011486,-0.17877741158008575,0.8049447536468506,1.4334993362426758,-0.6994975805282593,-0.11697117239236832,-0.4954013526439667,-4.428400993347168,10.306495666503906,-5.881150245666504,0.0,0.0,0.0,0.0,0.0,0.0,-0.047814901918172836,-0.9554965496063232,1.385087013244629,1.482996940612793,-0.10954523086547852,0.06953370571136475,1.023828148841858,0.08161613345146179,-0.1510947197675705,-0.047044601291418076,9.69889470070484e-07,0.0,-1.533429167466238e-05,13
0.074_-0.037_-0.074,-0.006556559819728136,-0.10057544708251953,-1.0294162034988403,1.7009443044662476,-0.7416872978210449,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.017273427918553352,-0.1909046620130539,0.8162603974342346,1.4384279251098633,-0.6932824850082397,-0.10482636839151382,0.09449514746665955,-3.069767475128174,9.194459915161133,-6.124931812286377,0.0,0.0,0.0,0.0,0.0,0.0,-0.01928251050412655,-0.6450843811035156,0.4009861946105957,-0.2152881622314453,0.6072149276733398,-0.09889066219329834,0.972835898399353,0.06710346788167953,-0.09980520606040955,-0.029600411653518677,-4.436438416632882e-07,0.0,-2.9552204068750143e-05,14
0.074_-0.037_-0.074,-0.00808754563331604,-0.0870169997215271,-1.0271273851394653,1.7837963104248047,-0.8267827033996582,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.01689443364739418,-0.197032630443573,0.8193016052246094,1.4282530546188354,-0.6801619529724121,-0.08125288039445877,0.6643463373184204,-0.4470233917236328,5.281365871429443,-4.831728935241699,0.0,0.0,0.0,0.0,0.0,0.0,0.015010075643658638,-0.3323782682418823,-0.26212024688720703,-1.3588132858276367,1.0916132926940918,-0.1796879768371582,0.9445798993110657,0.05408124998211861,-0.05096716061234474,-0.003140173852443695,-2.110352170348051e-06,0.0,-4.573092155624181e-05,15
0.074_-0.037_-0.074,-0.00898084044456482,-0.06440283358097076,-0.9751295447349548,1.7819080352783203,-0.876785397529602,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.01581449806690216,-0.19741249084472656,0.8188912272453308,1.4106173515319824,-0.6629437208175659,-0.047273650765419006,1.1285361051559448,2.7471237182617188,-0.40926384925842285,-2.3333024978637695,0.0,0.0,0.0,0.0,0.0,0.0,0.05092529579997063,-0.027930259704589844,-0.45856523513793945,-1.6697378158569336,1.2106966972351074,-0.1514873504638672,0.9469365477561951,0.04601322486996651,-0.006527390331029892,0.025523535907268524,-3.641409193733125e-06,0.0,-6.051547097740695e-05,16
0.074_-0.037_-0.074,-0.009102433919906616,-0.036513060331344604,-0.8824945092201233,1.6940299272537231,-0.881423830986023,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.014146875590085983,-0.19236969947814941,0.8186368942260742,1.3920598030090332,-0.6445416808128357,-0.006121553480625153,1.4167648553848267,5.476718902587891,-6.067297458648682,0.5955163240432739,0.0,0.0,0.0,0.0,0.0,0.0,0.0833318755030632,0.2610871195793152,-0.2431793212890625,-1.250070571899414,1.0110669136047363,-0.012601256370544434,0.9735409617424011,0.045557692646980286,0.03367026150226593,0.04810991883277893,-4.664522293751361e-06,0.0,-7.077497866703197e-05,17
0.074_-0.037_-0.074,-0.00840524397790432,-0.007656216621398926,-0.7708229422569275,1.5431054830551147,-0.8420892953872681,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.012079319916665554,-0.1822872757911682,0.8197227716445923,1.3753204345703125,-0.6265619397163391,0.03698959946632385,1.49661123752594,6.6988115310668945,-9.66274642944336,2.967982769012451,0.0,0.0,0.0,0.0,0.0,0.0,0.10749541223049164,0.5274990797042847,0.15578508377075195,-0.5397844314575195,0.7034621238708496,0.21547281742095947,1.0084993839263916,0.0536610372364521,0.07108916342258453,0.057481616735458374,-4.916508714813972e-06,0.0,-7.425907824654132e-05,18
0.074_-0.037_-0.074,-0.006955649238079786,0.018572315573692322,-0.6690864562988281,1.3723678588867188,-0.7730695009231567,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.00981976743787527,-0.16769066452980042,0.8208614587783813,1.3584706783294678,-0.6083945631980896,0.07569757103919983,1.3911736011505127,5.808527946472168,-9.76075553894043,3.953782558441162,0.0,0.0,0.0,0.0,0.0,0.0,0.12066476047039032,0.7609155178070068,0.4332127571105957,-0.12812328338623047,0.5719947814941406,0.48980534076690674,1.035258173942566,0.06888651102781296,0.1070067435503006,0.050609707832336426,-4.32309116149554e-06,0.0,-7.011899288045242e-05,19
0.074_-0.037_-0.074,-0.0049409340135753155,0.04050179570913315,-0.604692280292511,1.2337275743484497,-0.6988674402236938,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.007532190531492233,-0.1494031548500061,0.8196282386779785,1.3364144563674927,-0.5873925089836121,0.103880375623703,1.1826581954956055,3.0373940467834473,-6.31355619430542,3.274573802947998,0.0,0.0,0.0,0.0,0.0,0.0,0.12321054935455322,0.9464489221572876,0.3613138198852539,-0.4496145248413086,0.8217263221740723,0.7541017532348633,1.0448802709579468,0.08730737119913101,0.1407729834318161,0.030707351863384247,-3.043844344574609e-06,0.0,-5.9162062825635076e-05,20
0.074_-0.037_-0.074,-0.002646139357239008,0.05901741981506348,-0.5930918455123901,1.1699891090393066,-0.6468158960342407,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.005297932308167219,-0.12867198884487152,0.814915657043457,1.305060625076294,-0.5605295896530151,0.11735642701387405,0.9917151927947998,-0.4217514991760254,-1.035362720489502,1.4536582231521606,0.0,0.0,0.0,0.0,0.0,0.0,0.1185041218996048,1.0668385028839111,-0.05187511444091797,-1.4632072448730469,1.421220302581787,0.9531645178794861,1.0373687744140625,0.10332037508487701,0.1686759740114212,0.007124550640583038,-1.4569500308425631e-06,0.0,-4.371580871520564e-05,21
0.074_-0.037_-0.074,-0.00039284955710172653,0.07703613489866257,-0.6297428607940674,1.1951839923858643,-0.6355329155921936,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0031329654157161713,-0.10712814331054688,0.809731662273407,1.2674033641815186,-0.527868390083313,0.11546644568443298,0.9271986484527588,-2.7993619441986084,3.1080543994903564,-0.3146291971206665,0.0,0.0,0.0,0.0,0.0,0.0,0.11086221039295197,1.109119176864624,-0.47411489486694336,-2.4653234481811523,2.000182628631592,1.0514329671859741,1.0103362798690796,0.111565001308918,0.18433941900730133,-0.008477725088596344,-6.363620741467457e-08,0.0,-2.7103076718049124e-05,22
0.074_-0.037_-0.074,0.0015584011562168598,0.09740500897169113,-0.6890560388565063,1.2811158895492554,-0.662233293056488,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0010882430942729115,-0.08641411364078522,0.8125171661376953,1.2394530773162842,-0.49697577953338623,0.10184676945209503,1.0117090940475464,-2.7628893852233887,3.5596375465393066,-0.805641770362854,0.0,0.0,0.0,0.0,0.0,0.0,0.10153326392173767,1.075954794883728,-0.3276505470275879,-2.233036994934082,1.9135632514953613,1.0509696006774902,0.9349777698516846,0.10972261428833008,0.1815456748008728,-0.009843207895755768,6.811328603362199e-07,0.0,-1.2813496141461655e-05,23
0.074_-0.037_-0.074,0.003118180902674794,0.11970981955528259,-0.7351911664009094,1.3608404397964478,-0.6959841251373291,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.0006012246012687683,-0.06740973889827728,0.8361897468566895,1.2525043487548828,-0.4862428307533264,0.08380725234746933,1.1157459020614624,-0.7850395441055298,0.597761869430542,0.18130064010620117,0.0,0.0,0.0,0.0,0.0,0.0,0.08460017293691635,0.9989249110221863,0.9084100723266602,0.3706245422363281,0.5444521903991699,0.998839259147644,0.7352403402328491,0.10109801590442657,0.15910634398460388,-0.0051278769969940186,5.957145958745969e-07,0.0,-3.6447290767682716e-06,24
0.074_-0.037_-0.074,0.004428565967828035,0.13810180127620697,-0.7459720969200134,1.3650248050689697,-0.6895233988761902,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.0014548997860401869,-0.0493275485932827,0.8924208879470825,1.3453984260559082,-0.5228695869445801,0.06965421140193939,0.9792652726173401,0.18060851097106934,-1.193000316619873,0.9998781681060791,0.0,0.0,0.0,0.0,0.0,0.0,0.048036765307188034,0.9473782777786255,3.1759016513824463,5.373648643493652,-2.19227933883667,0.9707797169685364,0.3225860297679901,0.09428532421588898,0.125004842877388,-0.018810681998729706,-3.201907361471967e-08,0.0,-1.4585057215299457e-06,25
0.074_-0.037_-0.074,0.005750637035816908,0.14552199840545654,-0.7424802780151367,1.3041354417800903,-0.6322212219238281,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.0011297713499516249,-0.029317766427993774,0.9840702414512634,1.5415104627609253,-0.6272068619728088,0.06428676098585129,0.4788174033164978,-2.718137264251709,3.250399589538574,-0.5414561629295349,0.0,0.0,0.0,0.0,0.0,0.0,-0.008316709659993649,1.0185171365737915,5.345694065093994,10.712900161743164,-5.361537933349609,1.0104981660842896,-0.20245672762393951,0.09464681893587112,0.09201259911060333,-0.06745712459087372,-4.437436018633889e-07,0.0,-8.319923836097587e-06,26
