key,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,i
0.0_-0.037_-0.074,0.006691033020615578,0.15446269512176514,-0.8152905106544495,1.4236551523208618,-0.6790246963500977,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.001146360649727285,-0.010737228207290173,0.9630544185638428,1.722547173500061,-0.8293027281761169,0.06384331732988358,0.490403413772583,-1.795669674873352,3.096956729888916,-1.3055130243301392,0.0,0.0,0.0,0.0,0.0,0.0,-0.008291097357869148,1.18622624874115,7.236666679382324,13.557125091552734,-6.317811489105225,1.0029535293579102,-0.0031396697741001844,0.02373085543513298,0.06315068900585175,-0.08589766919612885,4.152400947532442e-07,0.0,-2.258226777485106e-05,0
0.0_-0.037_-0.074,0.007973752915859222,0.16078707575798035,-0.7697722315788269,1.332675814628601,-0.6336070895195007,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.000939411111176014,0.017505116760730743,1.0931053161621094,1.9676791429519653,-0.9444085359573364,0.05982474982738495,0.14449676871299744,0.5725916624069214,-1.2598633766174316,0.68392014503479,0.0,0.0,0.0,0.0,0.0,0.0,-0.03500001132488251,1.427126407623291,4.0497941970825195,7.596202373504639,-3.548553705215454,1.0090175867080688,0.04566298797726631,0.00988414790481329,0.01673106849193573,-0.04343791678547859,2.75258059900807e-07,0.0,-3.341507908771746e-05,1
0.0_-0.037_-0.074,0.00873011164367199,0.15663614869117737,-0.7897382378578186,1.3699748516082764,-0.6509189009666443,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0002575425896793604,0.03985152766108513,1.0785434246063232,1.9382268190383911,-0.9295618534088135,0.043032269924879074,-0.1678639054298401,0.260128378868103,-0.5345220565795898,0.27523767948150635,0.0,0.0,0.0,0.0,0.0,0.0,-0.055815793573856354,1.185630440711975,0.11511659622192383,0.15433406829833984,-0.041716575622558594,0.9866414666175842,-0.030521318316459656,0.0004558637738227844,-0.024730384349822998,-0.011740446090698242,-1.3373751244216692e-06,0.0,-5.1001959946006536e-05,2
0.0_-0.037_-0.074,0.009072619490325451,0.14581432938575745,-0.8170660734176636,1.4236894845962524,-0.6772065162658691,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0018271495355293155,0.052152056246995926,0.9919641613960266,1.7729166746139526,-0.85085129737854,0.02182500809431076,-0.4655458331108093,-0.38827693462371826,0.8009886741638184,-0.4071763753890991,0.0,0.0,0.0,0.0,0.0,0.0,-0.06951241940259933,0.669486939907074,-3.1007022857666016,-5.93004035949707,2.828474521636963,0.975906491279602,-0.085317462682724,-0.00686301663517952,-0.0694991946220398,0.013393960893154144,-3.218542133254232e-06,0.0,-6.661748921032995e-05,3
0.0_-0.037_-0.074,0.009066630154848099,0.13002169132232666,-0.8219882845878601,1.435978889465332,-0.6844130754470825,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.003439461812376976,0.052661996334791183,0.8847452402114868,1.5695672035217285,-0.754707932472229,0.0007576346397399902,-0.7600628137588501,-0.35289692878723145,0.7982349395751953,-0.4363701343536377,0.0,0.0,0.0,0.0,0.0,0.0,-0.07704489678144455,0.04268991947174072,-4.8916730880737305,-9.29708480834961,4.406407833099365,0.9898244142532349,-0.04911758005619049,-0.01274159550666809,-0.11922889947891235,0.03250563144683838,-4.602054104907438e-06,0.0,-7.524068496422842e-05,4
0.0_-0.037_-0.074,0.008739342913031578,0.10970006883144379,-0.7968868017196655,1.391305923461914,-0.6646515130996704,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0049754176288843155,0.041585713624954224,0.7895902395248413,1.3900717496871948,-0.6703338027000427,-0.01842920482158661,-1.0518476963043213,0.4566420316696167,-0.7187576293945312,0.2724025249481201,0.0,0.0,0.0,0.0,0.0,0.0,-0.0805002897977829,-0.5728528499603271,-5.1407880783081055,-9.728069305419922,4.5892510414123535,1.0214015245437622,0.0900472030043602,-0.01686747744679451,-0.17096297442913055,0.0442131906747818,-5.1065867410216015e-06,0.0,-7.500167703256011e-05,5
0.0_-0.037_-0.074,0.008091283030807972,0.0848325714468956,-0.7495598793029785,1.303698182106018,-0.6241897344589233,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.00644900044426322,0.020576588809490204,0.7235876321792603,1.2663753032684326,-0.6126111745834351,-0.03578577935695648,-1.328434944152832,1.593490481376648,-2.8983302116394043,1.3142465353012085,0.0,0.0,0.0,0.0,0.0,0.0,-0.08213933557271957,-1.0943294763565063,-4.137372016906738,-7.787437438964844,3.6516060829162598,1.0512522459030151,0.30618664622306824,-0.01856265962123871,-0.21915949881076813,0.046796783804893494,-4.668782821681816e-06,0.0,-6.652317097177729e-05,6
0.0_-0.037_-0.074,0.007109818514436483,0.05562443286180496,-0.6963903903961182,1.203803300857544,-0.5773271322250366,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.00793393887579441,-0.007777056191116571,0.6916391849517822,1.207155704498291,-0.5853430032730103,-0.05217321962118149,-1.5650599002838135,2.4307260513305664,-4.540407180786133,2.1164650917053223,0.0,0.0,0.0,0.0,0.0,0.0,-0.08362016826868057,-1.4737495183944702,-2.3957319259643555,-4.468482971191406,2.0724329948425293,1.0552730560302734,0.5541767477989197,-0.017300911247730255,-0.25758814811706543,0.0394740104675293,-3.465075451458688e-06,0.0,-5.2187213441357017e-05,7
0.0_-0.037_-0.074,0.005783978383988142,0.022992759943008423,-0.6559231877326965,1.1266963481903076,-0.5406163930892944,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.009501175954937935,-0.04044559597969055,0.6900529265403748,1.2048084735870361,-0.5846417546272278,-0.06841135770082474,-1.727963924407959,2.4513940811157227,-4.6489787101745605,2.200798511505127,0.0,0.0,0.0,0.0,0.0,0.0,-0.0854891985654831,-1.692513346672058,-0.4886941909790039,-0.8697223663330078,0.3777308464050293,1.0117807388305664,0.7862256765365601,-0.013072822242975235,-0.28093838691711426,0.02322612702846527,-1.826084826461738e-06,0.0,-3.536773147061467e-05,8
0.0_-0.037_-0.074,0.004119419027119875,-0.011193811893463135,-0.6434049606323242,1.1014790534973145,-0.5279179811477661,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.011172931641340256,-0.07439462840557098,0.7100657224655151,1.2422783374786377,-0.6022254228591919,-0.08463875204324722,-1.7803387641906738,1.4428328275680542,-2.8035712242126465,1.3602584600448608,0.0,0.0,0.0,0.0,0.0,0.0,-0.08700340241193771,-1.7550777196884155,1.0894775390625,2.070575714111328,-0.9877228736877441,0.9074610471725464,0.9645684361457825,-0.006555983796715736,-0.285988450050354,0.0010661482810974121,-1.4886006738379365e-07,0.0,-1.968047217815183e-05,9
0.0_-0.037_-0.074,0.002151960041373968,-0.04416187107563019,-0.6668053865432739,1.1436728239059448,-0.5467689633369446,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.012898030690848827,-0.10693112760782242,0.7410372495651245,1.2992221117019653,-0.6283861398696899,-0.0999562069773674,-1.6903584003448486,-0.42443013191223145,0.6882777214050293,-0.2671750783920288,0.0,0.0,0.0,0.0,0.0,0.0,-0.08631046116352081,-1.6820932626724243,2.019017219543457,3.7569055557250977,-1.7477068901062012,0.7414829730987549,1.0692636966705322,0.0009307656437158585,-0.2722204327583313,-0.022293202579021454,1.1865824944834458e-06,0.0,-8.307047210109886e-06,10
0.0_-0.037_-0.074,-4.216376692056656e-05,-0.07256241142749786,-0.7247568368911743,1.251204490661621,-0.5964438319206238,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.01455035712569952,-0.1359337568283081,0.7730655670166016,1.357015609741211,-0.6543905735015869,-0.11239887028932571,-1.4401746988296509,-2.638502359390259,4.867142677307129,-2.233431577682495,0.0,0.0,0.0,0.0,0.0,0.0,-0.08095775544643402,-1.503501296043396,2.1995348930358887,4.020232200622559,-1.8327789306640625,0.5272275805473328,1.1005767583847046,0.007678015157580376,-0.24182318150997162,-0.04132213816046715,1.889224222395569e-06,0.0,-3.452900273259729e-06,11
0.0_-0.037_-0.074,-0.0023414380848407745,-0.09303195774555206,-0.8066534996032715,1.4044909477233887,-0.667937159538269,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.015949703752994537,-0.15995323657989502,0.7988119721412659,1.4022270441055298,-0.6741057634353638,-0.11924215406179428,-1.0341695547103882,-4.494311809539795,8.400694847106934,-3.911046028137207,0.0,0.0,0.0,0.0,0.0,0.0,-0.06863807141780853,-1.25212824344635,1.7421107292175293,3.096926689147949,-1.3676214218139648,0.29126179218292236,1.0761182308197021,0.01199320424348116,-0.1991170197725296,-0.05095212906599045,1.8100881788996048e-06,0.0,-5.991018042550422e-06,12
0.0_-0.037_-0.074,-0.00458166841417551,-0.10288026928901672,-0.8948696851730347,1.570582628250122,-0.7458714842796326,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.016899779438972473,-0.17819006741046906,0.8144139051437378,1.428231954574585,-0.6847459077835083,-0.11759475618600845,-0.5043320655822754,-5.313483715057373,9.999488830566406,-4.68894624710083,0.0,0.0,0.0,0.0,0.0,0.0,-0.048014312982559204,-0.9584430456161499,0.9126138687133789,1.513589859008789,-0.612910270690918,0.06953370571136475,1.023828148841858,0.012672435492277145,-0.1495276540517807,-0.04797181114554405,9.69889470070484e-07,0.0,-1.533429167466238e-05,13
