key,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,i
0.148_-0.037_-0.074,0.006683703511953354,0.1543160080909729,-0.8112800121307373,1.443432092666626,-0.7028091549873352,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.0011721854098141193,-0.010347713716328144,1.1565033197402954,1.6790454387664795,-0.592351496219635,0.06422349810600281,0.49576207995414734,-2.639817237854004,3.3563313484191895,-0.7207614779472351,0.0,0.0,0.0,0.0,0.0,0.0,-0.005841628182679415,1.2211726903915405,6.5800981521606445,15.306861877441406,-8.724113464355469,1.0029535293579102,-0.0031396697741001844,0.14539536833763123,0.06018361449241638,-0.08838903903961182,4.152400947532442e-07,0.0,-2.258226777485106e-05,0
0.148_-0.037_-0.074,0.007918019779026508,0.15995630621910095,-0.7626417875289917,1.3245786428451538,-0.6326335668563843,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,0.001013531582430005,0.018490757793188095,1.2008304595947266,1.9633212089538574,-0.8323294520378113,0.05869481340050697,0.1286488175392151,-0.3573296070098877,-1.9861116409301758,2.3401999473571777,0.0,0.0,0.0,0.0,0.0,0.0,-0.03452605381608009,1.4339839220046997,-0.6751070022583008,8.851540565490723,-9.528803825378418,1.0090175867080688,0.04566298797726631,0.11591017991304398,0.015049617737531662,-0.032498929649591446,2.75258059900807e-07,0.0,-3.341507908771746e-05,1
0.148_-0.037_-0.074,0.008669617585837841,0.15575437247753143,-0.8029320240020752,1.360828161239624,-0.6285693049430847,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.00021952635142952204,0.04032555967569351,1.0708245038986206,1.9364506006240845,-0.935509443283081,0.04213809594511986,-0.18037328124046326,-0.5597386360168457,-1.0554637908935547,1.616166114807129,0.0,0.0,0.0,0.0,0.0,0.0,-0.05714740604162216,1.166672945022583,-5.876721382141113,0.5588760375976562,-6.438060283660889,0.9866414666175842,-0.030521318316459656,0.09689566493034363,-0.02606123685836792,0.002370484173297882,-1.3373751244216692e-06,0.0,-5.1001959946006536e-05,2
0.148_-0.037_-0.074,0.009020963683724403,0.145075261592865,-0.8528727889060974,1.4205926656723022,-0.6382931470870972,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.001855919137597084,0.05171170458197594,0.8766422867774963,1.7571771144866943,-0.9504372477531433,0.02160363271832466,-0.4686271846294403,-1.046302080154419,0.7091619968414307,0.3427456021308899,0.0,0.0,0.0,0.0,0.0,0.0,-0.07197435200214386,0.6343042850494385,-8.566436767578125,-6.255197525024414,-2.312028408050537,0.975906491279602,-0.085317462682724,0.09168455004692078,-0.07109133899211884,0.025086022913455963,-3.218542133254232e-06,0.0,-6.661748921032995e-05,3
0.148_-0.037_-0.074,0.00902129989117384,0.12938420474529266,-0.874695897102356,1.43470299243927,-0.6304194927215576,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0035323859192430973,0.05134368687868118,0.6908825039863586,1.5369154214859009,-0.9159204959869385,0.0009949952363967896,-0.7567799091339111,-0.9197640419006348,0.8905155658721924,0.03819936513900757,0.0,0.0,0.0,0.0,0.0,0.0,-0.07981676608324051,0.0030133724212646484,-8.856831550598145,-10.002460479736328,1.1466941833496094,0.9898244142532349,-0.04911758005619049,0.10015230625867844,-0.12141744792461395,0.03939589858055115,-4.602054104907438e-06,0.0,-7.524068496422842e-05,4
0.148_-0.037_-0.074,0.008692323230206966,0.10904355347156525,-0.8613880276679993,1.3830854892730713,-0.5919206738471985,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.0051130191422998905,0.039649855345487595,0.5543106198310852,1.345575213432312,-0.861116886138916,-0.01812506467103958,-1.0477311611175537,-0.16497445106506348,-0.7937369346618652,0.9689176678657532,0.0,0.0,0.0,0.0,0.0,0.0,-0.08287101238965988,-0.6068123579025269,-7.259710311889648,-10.425373077392578,3.1676578521728516,1.0214015245437622,0.0900472030043602,0.11948864161968231,-0.17385847866535187,0.045948922634124756,-5.1065867410216015e-06,0.0,-7.500167703256011e-05,5
0.148_-0.037_-0.074,0.008036168292164803,0.08406098186969757,-0.825569212436676,1.2802428007125854,-0.5247167944908142,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.00660720095038414,0.018346916884183884,0.48236769437789917,1.2185430526733398,-0.805999219417572,-0.03569461405277252,-1.3273940086364746,0.7596359252929688,-3.3727335929870605,2.6223814487457275,0.0,0.0,0.0,0.0,0.0,0.0,-0.08365537226200104,-1.116026759147644,-4.50993537902832,-8.176689147949219,3.6682329177856445,1.0512522459030151,0.30618664622306824,0.14508360624313354,-0.22270426154136658,0.04416535794734955,-4.668782821681816e-06,0.0,-6.652317097177729e-05,6
0.148_-0.037_-0.074,0.007045534905046225,0.05472024530172348,-0.7888157963752747,1.1604570150375366,-0.4415479302406311,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.008092043921351433,-0.0100191505625844,0.4721020460128784,1.1644928455352783,-0.7622194290161133,-0.05234023183584213,-1.5676696300506592,1.283534049987793,-5.428750514984131,4.151873588562012,0.0,0.0,0.0,0.0,0.0,0.0,-0.08413510769605637,-1.481037974357605,-1.397420883178711,-4.404003143310547,3.0060997009277344,1.0552730560302734,0.5541767477989197,0.17148271203041077,-0.2616133689880371,0.033785879611968994,-3.465075451458688e-06,0.0,-5.2187213441357017e-05,7
0.148_-0.037_-0.074,0.005715463776141405,0.02202671766281128,-0.7723127603530884,1.0638049840927124,-0.36132925748825073,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.009645892307162285,-0.04251532256603241,0.5090692043304443,1.17354154586792,-0.734362781047821,-0.06866197288036346,-1.731691837310791,1.0043342113494873,-5.756560802459717,4.7553534507751465,0.0,0.0,0.0,0.0,0.0,0.0,-0.08513078093528748,-1.6871861219406128,1.3788084983825684,-0.37114906311035156,1.7465105056762695,1.0117807388305664,0.7862256765365601,0.19334812462329865,-0.285219669342041,0.015931978821754456,-1.826084826461738e-06,0.0,-3.536773147061467e-05,8
0.148_-0.037_-0.074,0.004055909812450409,-0.01208844780921936,-0.7896987795829773,1.024171233177185,-0.3043099641799927,0.3490700125694275,-0.45379000902175903,0.0,0.0,0.0,0.0,-0.011299120262265205,-0.07621470838785172,0.5737001895904541,1.225224256515503,-0.7215454578399658,-0.08468672633171082,-1.781090259552002,-0.1420729160308838,-3.8106508255004883,3.95233416557312,0.0,0.0,0.0,0.0,0.0,0.0,-0.08608175814151764,-1.7415727376937866,3.321049690246582,2.850984573364258,0.46314048767089844,0.9074610471725464,0.9645684361457825,0.20634938776493073,-0.2902950942516327,-0.006445765495300293,-1.4886006738379365e-07,0.0,-1.968047217815183e-05,9
